"HMDB_id","T_L4_D5_01","T_L4_D5_02","T_L4_D5_03","T_L4_D6_01","T_L4_D6_02","T_L4_D6_03","T_L4_F7_01","T_L4_F7_02","T_L4_F7_03","T_L4_M8_01","T_L4_M8_02","T_L4_M8_03"
"HMDB0013622",-0.234465253637023,-0.599462070416271,0.22650852980868,0.321928094887362,0.070389327891398,0.622930350920177,1.4905701304462,1.4594316186373,1.30451104180995,0.495695162624069,0.454175893185802,0.176322772640463
"HMDB0060038",-1.08926733809709,-0.862496476250065,-0.62148837674627,-2.64385618977472,-1.88896868761126,-1.05889368905357,-0.286304185156641,-0.340075441597622,0.111031312388744,-2.47393118833241,-2.32192809488736,-1.73696559416621
"HMDB0061706",2.83794324189103,3.22496636500027,3.80426011563474,3.65535182861255,3.55090066464752,4.56132613645392,4.41683974191283,4.13093086982645,4.23955079661364,4.4666271200415,2.48026512205446,4.31324585178756
"HMDB0000617",0.16349873228288,0.150559676575381,0.150559676575381,0.176322772640463,0.286881147788162,1.40599235967584,0.214124805352847,0.22650852980868,0.176322772640463,0.176322772640463,0.356143810225275,0.250961573533219
"HMDB0000008",1.80322703643493,1.75702324650746,1.98913900736823,1.76977173924945,1.77399632511117,2.55336050333533,2.03562390973072,1.88362081628567,1.64616265715789,1.84799690655495,1.86393845042397,1.96716860753263
"HMDB0001624",-0.415037499278844,0.422233000683048,0.214124805352847,0.422233000683048,-0.0892673380970872,0.189033824390017,0.286881147788162,0.0285691521967709,-0.136061549576028,0.321928094887362,-0.0439433475875971,-0.184424571137427
"HMDB0000378",-0.761213140412883,-0.785875194647153,-0.736965594166206,0.526068811667588,0.389566811762726,0.575312330687437,0.286881147788162,0.0840642647884746,0.137503523749935,0.575312330687437,0.594548549550354,0.687060688339892
"HMDB0000426",-1.39592867633114,-1.78587519464715,-1.51457317282976,-1.39592867633114,-1.68965987938785,-1.32192809488736,-0.971430847803229,-1.51457317282976,-1.68965987938785,-1.47393118833241,-1.21759143507263,-1.88896868761126
"HMDB0001844",2.06350294230616,2.04264433740849,2.09761079662642,2.08065766334522,2.0496307677246,2.114367024952,2.20789285164133,2.16671544496642,2.18903382439002,2.36737106564853,2.44890095114513,2.41142624572646
"HMDB0000225",1.25096157353322,1.25701061820602,1.26303440583379,1.28095631383106,1.25096157353322,1.26303440583379,1.25701061820602,1.25096157353322,1.27500704749987,1.28688114778816,1.27500704749987,1.29278174922785
"Unkown001",-0.761213140412883,-0.761213140412883,-0.736965594166206,-0.736965594166206,-0.689659879387849,-0.689659879387849,-0.713118852211838,-0.736965594166206,-0.736965594166206,-0.577766999316952,-0.643856189774725,-0.643856189774725
"HMDB0000357",3.69932952567316,3.68929916053589,3.67016051412663,4.22496636500027,4.05658352836637,4.13093086982645,4.14241343787374,3.96254902292306,4.02059109477325,4.05658352836637,4.18269229751619,4.18745105402733
"HMDB0000754",1.71369581484336,1.86393845042397,1.85199883711245,1.93734439215023,1.82781902461732,1.86789646399265,1.81966818349646,1.67355642399014,1.55581615506164,1.9560566524124,1.87970576628229,2.03210084316702
"HMDB0061189",-2.73696559416621,-2.73696559416621,-2.83650126771712,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.47393118833241,-2.39592867633114
"HMDB0000491",0.150559676575381,0.344828496997441,0.298658315564515,0.411426245726465,0.687060688339892,0.641546029087524,1.03562390973072,0.790772037862,0.485426827170242,1.03562390973072,0.765534746362977,0.823749360308273
"HMDB0000555",1.82374936030827,1.74846123300404,1.77399632511117,1.88752527074159,1.9297909977186,1.88752527074159,1.83187724119167,1.89917563048051,1.9560566524124,1.87578006306849,2.10433665981474,2.15704371014558
"HMDB0001955",0.823749360308273,0.799087306074004,0.895302621333307,0.799087306074004,0.84799690655495,0.831877241191673,0.84799690655495,0.815575428862573,0.815575428862573,0.839959587489532,0.84799690655495,0.84799690655495
"HMDB0000755",3.09254574154357,3.03562390973072,3.22804904788446,3.22804904788446,3.12598165385472,3.01613970265525,3.0232553523003,2.95233356636969,2.73335434061383,3.27649666564036,3.13422093976063,3.40735275114004
"HMDB0003911",2.46988597627446,2.43028527297778,2.45680614923047,2.70708299177171,2.66448284036468,2.71369581484336,2.70708299177171,2.62527048937469,2.7311832415722,2.6667565918848,2.68706068833989,2.72465027173297
"HMDB0000752",1.68257329734758,1.68257329734758,1.66902676550963,1.75274859140713,1.73984810269933,1.75274859140713,1.73984810269933,1.70929063572336,1.75274859140713,1.81966818349646,1.84799690655495,1.82781902461732
"HMDB0000779",0.565597175854225,0.454175893185802,0.505890929729957,1.05658352836637,1.16349873228288,1.20789285164133,0.722466024471091,0.84799690655495,0.84799690655495,0.815575428862573,0.918386234446348,0.925999418556223
"HMDB0000708",-4.44222232860507,-4.47393118833241,-4.41119543298445,-4.44222232860507,-4.44222232860507,-4.41119543298445,-4.35107444054688,-4.38082178394093,-4.35107444054688,-4.41119543298445,-4.44222232860507,-4.47393118833241
"HMDB0000500",-2.39592867633114,-3.64385618977472,-1.43440282414577,-2.25153876699596,-2.25153876699596,-5.05889368905357,-1.39592867633114,-2.32192809488736,-4.32192809488736,-1.28630418515664,-0.415037499278844,-4.32192809488736
"HMDB0000707",0.475084882948783,0.16349873228288,0.356143810225275,0.367371065648529,0.27500704749987,0.333423733725192,0.16349873228288,-0.0439433475875971,0.150559676575381,0.321928094887362,0.432959407276106,0.687060688339892
"HMDB0000112",5.71397069243605,5.95210055416844,5.72410451986685,5.58766502110098,5.82984955984469,5.69237139970866,5.1622906135458,5.13914201914569,5.25323293853803,6.21955576916691,6.37989816352469,6.43596189543763
"HMDB0001149",4.08321336824898,4.04614178164472,3.88947354253111,3.86987140617771,3.78031009904338,3.85996954822103,4.20006486151431,4.16269343221124,3.877744249949,4.31034012061215,4.51727569320958,4.47508488294878
"HMDB0000529",0.464668267003444,0.485426827170242,0.464668267003444,0.475084882948783,0.495695162624069,0.475084882948783,0.464668267003444,0.400537929583729,0.464668267003444,0.464668267003444,0.464668267003444,0.505890929729957
"HMDB0000267",8.19431363770056,8.08204256546609,7.951692692237,7.79629923811753,7.69390506938195,7.83440784180699,8.22245682592747,8.15719533072068,7.78345665436024,8.37560423148458,8.38685404737717,8.35834351034479
"HMDB0001397",10.8943554812814,11.0018444557056,11.0552620966119,11.205280091322,11.2989961785633,11.0993215076103,11.3745885186879,11.3498451465493,11.604265958693,11.6306903141797,11.5267975282891,11.357211083652
"HMDB0000042",4.19927972133662,4.32048467801769,4.44028782084042,5.37399614213124,4.58315800387441,5.69960715389318,5.14363830992204,5.39848719001897,5.29351763041742,6.15663931069209,5.11811050560737,5.42290574261218
"HMDB0000201",6.01747656302046,6.06242396907444,6.07531869255335,6.30469355747101,6.32750773458721,6.23764019503539,5.80889983925777,5.76075320806299,5.8011586560937,6.50303064564116,6.49697358099828,6.48429928116452
"HMDB0000532",2.1243281350022,2.29865831556452,2.21412480535285,2.46205231879643,2.34766565630097,2.35049724708413,2.62760683812965,2.51096191927738,2.49825086752783,2.55090066464752,2.64154602908752,2.57531233068744
"HMDB0000045",10.2490423238425,10.3463364325582,10.3697391007318,10.2394075892309,10.2168428428373,10.1131170363907,10.2466693525344,10.2495757049172,10.3295048552334,10.507021560762,10.4456563609835,10.5019764728718
"HMDB0000448",1.86789646399265,1.58496250072116,1.87184364850932,1.63226821549951,2.09761079662642,1.93357263826102,2.11769504266975,1.52606881166759,1.62293035092018,1.97085365434048,1.91838623444635,1.89530262133331
"HMDB0000161",10.6367514851324,10.8364291311616,10.7763754550969,11.2373115554201,11.21589089903,11.177288717741,11.0867333532921,11.1366643546215,11.1707450506707,10.4367844036832,10.5330181855701,10.3805692902149
"HMDB0000208",2.35049724708413,2.28983446517751,2.28095631383106,2.114367024952,2.17951105027151,2.16671544496642,2.37016428054021,2.13750352374993,2.26002565596146,2.61353165291793,2.66448284036468,3.09929520433778
"HMDB0001043",0.321928094887362,0.37851162325373,0.516015147003665,0.739848102699327,0.863938450423972,1.0496307677246,2.0496307677246,1.91456452349394,1.85996954822103,0.6959938131099,0.189033824390017,0.0976107966264223
"HMDB0000517",9.70808374901911,9.3127014727958,9.63727694818761,9.25025103798085,9.13059630200563,9.11914863981125,9.25247621413522,9.08292075661793,9.24441140878099,9.27423836173039,8.83788018565985,8.75772334925742
"HMDB0000168",9.62846376737568,9.65289873703275,9.59068060687112,9.7366556068529,9.74283150794205,9.65391987311942,9.67847690180083,9.73952748317538,9.78842470743944,9.82011512493909,9.89630212667637,9.82804125365571
"HMDB0000191",8.62212505084853,8.68085176690347,8.70026630687327,7.43712784427281,7.42130746800909,7.43011797489203,7.94251450533924,7.76811814458742,7.80174068785487,7.72948479415218,7.73145480769835,7.73464188647429
